Asin,UserName,Rating,Subject,ReviewDate,Review
8129137429,Puneet Agarwal,1.0 out of 5 stars,"







  
  
    Rubbish content!
  
",Reviewed in India on 1 September 2018,"









  
  
    
  5 stars to cover1 star to contentI just got attracted by the beautiful cover and moreover the fab title 'Making India Awesome' but truly the content is not worth a single rupee.

  
"
8129137429,Amazon Customer,1.0 out of 5 stars,"







  
  
    Children should never read chetan bhagat books. He writes ...
  
",Reviewed in India on 20 June 2017,"









  
  
    
  Children should never read chetan bhagat books . He writes filthy and ur english will also not improve on reading it .

  
"
8129137429,Sidharth Biswas,5.0 out of 5 stars,"







  
  
    Its Awesome
  
",Reviewed in India on 25 August 2015,"









  
  
    
  This book is is about the system prevailing on those topics which should be discussed . This is a reality check

  
"
8129137429,Anish ,5.0 out of 5 stars,"







  
  
    halfway through the book
  
",Reviewed in India on 23 August 2015,"









  
  
    
  Still Reading

  
"
8129137429,Jitendra Rathod,5.0 out of 5 stars,"







  
  
    Must read
  
",Reviewed in India on 10 March 2019,"









  
  
    
  An awesome book. It elaborates on the problems faced by India that restrict its growth and the actions to be take by people to overcome these problems, whether politicians, the government or common people like you and me.Chetan Bhagat's 2nd non-fiction book is just ' awesome'.It is a must read for people who are concerned about India's future.

  
"
8129137429,Avadhut Kabir,5.0 out of 5 stars,"







  
  
    Good Book
  
",Reviewed in India on 27 August 2015,"









  
  
    
  Best ever book. Love it.

  
"
8129137429,Amazon Customer,2.0 out of 5 stars,"







  
  
    oops wrong one..........
  
",Reviewed in India on 19 August 2015,"









  
  
    
  Is this book written by chetan bhagat........

  
"
8129137429,Soumya,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 August 2015,"









  
  
    
  Good

  
"
8129137429,SANJIB KUMAR BEHERA,2.0 out of 5 stars,"







  
  
    Good but not great
  
",Reviewed in India on 4 September 2015,"









  
  
    
  Not engaging writing by chetan bhagat...

  
"
8129137429,Gurujant Singh,2.0 out of 5 stars,"







  
  
    Nothing important in this book
  
",Reviewed in India on 25 September 2016,"









  
  
    
  You vll find nothing important in this book I think mr.Bhagat is trying to be a political adviser to both Congress and bjp all I found was what Congress or Bjp should do to win the next election. although there wer some matters that wer brought into light but there is nothing awesome about this book or about the ideas that Chethan speaks in this book.Well I expected more from chetan.

  
"
8129137429,Ashok,5.0 out of 5 stars,"







  
  
    Thought for a Developed India
  
",Reviewed in India on 13 December 2019,"









  
  
    
  Too many things are still to be done to make India a Developed Nation and that too with a wonderful relationship with the countries of the world and it is just required from the youth of the nation to make this dream happen. Wonderful thoughts for a great cause.

  
"
8129137429,omi,1.0 out of 5 stars,"







  
  
    Not worth it
  
",Reviewed in India on 5 April 2018,"









  
  
    
  I bought it thinking I'd find out what more I need to do to make India awesomeHere he's telling Govt what to do. Which is pretty much useless to read specially in light of the fact that the book is from the time when India shifted from cong to modi and modi had so much ahead of him. This is like an open letter to govt.

  
"
8129137429,Jay Modi,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 4 September 2015,"









  
  
    
  Good writer & thoughts are very meaningful.

  
"
8129137429,Sujoy Kumar Sen,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 3 September 2015,"









  
  
    
  Very nice book..... I really love this book....

  
"
8129137429,Reading_Tam_Ishly,2.0 out of 5 stars,"







  
  
    Nothing new
  
",Reviewed in India on 9 January 2019,"









  
  
    
  No valid points of discussion/argument or anything worth talking about whatsoever.No new ideas or innovations hinted.Bring up something worth listening to or reading about.

  
"
8129137429,Styrya,2.0 out of 5 stars,"







  
  
    knock out!!
  
",Reviewed in India on 22 August 2015,"









  
  
    
  I felt like reading a newspaper!! You didnt produced your standard sir but i hope the best book from you for the next!!

  
"
8129137429,NIKHIL RAMESH PUND,1.0 out of 5 stars,"







  
  
    N
  
",Reviewed in India on 16 July 2018,"









  
  
    
  Dislike product pagal samja hai kya jo kitab rs 176 hai nahi uski price rs 176 batake our usme discount dete rs 75 rupye price bata rahe hai who kitab to rs 75 rupye ki hai amazon kuchh bhi ullu BanA raha haiy

  
"
8129137429,Ravi,4.0 out of 5 stars,"







  
  
    Well written
  
",Reviewed in India on 23 October 2018,"









  
  
    
  I liked the objective of the book. I also agree with issue raised by Chetan Bhagat. We all need to drive change at place of relying only on government for this.

  
"
8129137429,ARAVIND,2.0 out of 5 stars,"







  
  
    Set of newspaper articles,nothing awesome.
  
",Reviewed in India on 15 September 2015,"









  
  
    
  It is just a collection of newspaper articles.There is not much detailed analysis of any subject just some cosmetic ideas.Buying the kindle version can be considered since it is of low price.

  
"
8129137429,Omazon,4.0 out of 5 stars,"







  
  
    Nice compilation of essays
  
",Reviewed in India on 21 August 2015,"









  
  
    
  Nice sensible compilation of various articles written by CB. Amazon delivery was fast and the book is great reading.

  
"
8129137429,Sourav Mishra,5.0 out of 5 stars,"







  
  
    quite awesome
  
",Reviewed in India on 25 August 2015,"









  
  
    
  Can't be better than this....got book just after 3 days of launching.....n also padhne me maja as gya....;)

  
"
8129137429,PRAMOD,5.0 out of 5 stars,"







  
  
    Good products. Very fast postage
  
",Reviewed in India on 7 September 2016,"









  
  
    
  Good products.Very fast postage.Great pricing and customer service.I Got a great product at a great price.The online store was very competitive on price, my order arrived within a few days. i will be buying more items from them.

  
"
8129137429,Agam Anand,1.0 out of 5 stars,"







  
  
    Bhagat can do a lot better.
  
",Reviewed in India on 4 November 2015,"









  
  
    
  Not a good non fiction, What young India wants was better. I read Fiction novel called 'A Non Entity' by Agam Anand that made me learn more than it in an entertaining way. So, new writers are coming up with Good and powerful subjects, My Favorite Bhagat needs to give one more 'Five point someone' as soon as possible.

  
"
8129137429,nlpanjwani,4.0 out of 5 stars,"







  
  
    Nice book.
  
",Reviewed in India on 25 August 2015,"









  
  
    
  Quick delivery.Nice book.

  
"
8129137429,Ashim,2.0 out of 5 stars,"







  
  
    What you want is not here
  
",Reviewed in India on 19 May 2016,"









  
  
    
  Poor paper quality. I dont know how much it lasts. This book has some articles about various aspects of Indian sociology. This book does not entertain to inspire you. However, he was able to analyze problems in India with his sense and also tells media's are useless sometimes.

  
"
8129137429,Balasubramaniasamy.S,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 August 2015,"









  
  
    
  Excellent Service.  Prompt notifications...Surpassing the committment

  
"
8129137429,Rohan Talukdar,4.0 out of 5 stars,"







  
  
    A Good Read.
  
",Reviewed in India on 21 August 2015,"









  
  
    
  Funny how people are judging this book even without reading it.This book shows some glaring disparities in our Indian society as a whole, and attempts to provide solutions to some of the problems. A few debatable views here and there, but overall a good read.Yes, TOI followers will find some familiar CB editorial articles.

  
"
8129137429,Rao,4.0 out of 5 stars,"







  
  
    Awesome
  
",Reviewed in India on 21 August 2015,"









  
  
    
  It's Awesome... Must read for every Indian.

  
"
8129137429,SOURABH JAIN,5.0 out of 5 stars,"







  
  
    awesome book
  
",Reviewed in India on 25 August 2015,"









  
  
    
  It's chetan's best creation ever.

  
"
8129137429,rajeshreddy,5.0 out of 5 stars,"







  
  
    Five Stars
  
",Reviewed in India on 24 August 2015,"









  
  
    
  Good

  
"
8129137429,nitin pratap,4.0 out of 5 stars,"







  
  
    Four Stars
  
",Reviewed in India on 23 August 2015,"









  
  
    
  it is amazing book

  
"
8129137429,A.chaitanya gupta,5.0 out of 5 stars,"







  
  
    awesome book
  
",Reviewed in India on 30 August 2015,"









  
  
    
  Its really a fantastic book

  
"
8129137429,Phoenix,5.0 out of 5 stars,"







  
  
    Nice overall
  
",Reviewed in India on 19 August 2015,"









  
  
    
  Nice book overall. It can go a long way in inspiring us to contribute in making our country awesome

  
"
8129137429,Snehashish Chatterjee,3.0 out of 5 stars,"







  
  
    A nice thought provoking book with a good insight n language
  
",Reviewed in India on 17 September 2015,"









  
  
    
  A nice thought provoking book with a good insight n language. So far the best work by chetan bhagat after 2 states, the 3 mistakes, 5.someone n what young India wants. Better than Half GF n Revolution 2020

  
"
8129137429,Manju,4.0 out of 5 stars,"







  
  
    Good..!
  
",Reviewed in India on 23 August 2015,"









  
  
    
  Good book, for caring objective Indians.

  
"
8129137429,J Sharan Reddy,4.0 out of 5 stars,"







  
  
    Read and try judging it.
  
",Reviewed in India on 21 August 2015,"









  
  
    
  I don't real care much abut my surrounding in terms of Chetan ""Self focused indifferent Indian's."" Even this was first attempt to read a non-friction book. I can only say it was a mirror which showed few thing as i didn't knew abut our INDIA and few routine things without any solutions but he was able to explain his views on ""Making India Awesome.""

  
"
8129137429,Amazon Customer,5.0 out of 5 stars,"







  
  
    Harold robbin
  
",Reviewed in India on 24 January 2017,"









  
  
    
  Good workGinuine thought Charan Bhagat. Wright naturally heart defth. Concept fora Chang of mind and to a Chang for a better India

  
"
8129137429,sanjay patil,5.0 out of 5 stars,"







  
  
    Nice book
  
",Reviewed in India on 7 August 2018,"









  
  
    
  Very very nice book...it is teue Facts in india..all Indian have to read this book.. people need to behavior like Chetan Bhagat thought.

  
"
8129137429,Nitin,3.0 out of 5 stars,"







  
  
    Not bad
  
",Reviewed in India on 7 January 2018,"









  
  
    
  Didn't finish it yet

  
"
8129137429,Rankuni Ratan Bahinipati,5.0 out of 5 stars,"







  
  
    A must read
  
",Reviewed in India on 22 April 2019,"









  
  
    
  Simple and Straightforward solutuons to ongoing issues faced by the nation today. The writer speaks about those things which we think of everyday and forget every night.

  
"
